i,qa,qs,qn,x,n,expected_rho,subset_qa_qs_qn_x_n,replicate_id,successes,observed_rho
887,0.3058,0.3559,0.3382,0.1777,6723,0.369,S887_0.3058_0.3559_0.3382_0.1777_6723,R5,2576,0.3832
888,0.151,0.0484,0.8006,0.8204,5213,0.1907,S888_0.151_0.0484_0.8006_0.8204_5213,R1,986,0.1891
888,0.151,0.0484,0.8006,0.8204,5213,0.1907,S888_0.151_0.0484_0.8006_0.8204_5213,R2,998,0.1914
888,0.151,0.0484,0.8006,0.8204,5213,0.1907,S888_0.151_0.0484_0.8006_0.8204_5213,R3,980,0.188
888,0.151,0.0484,0.8006,0.8204,5213,0.1907,S888_0.151_0.0484_0.8006_0.8204_5213,R4,997,0.1913
888,0.151,0.0484,0.8006,0.8204,5213,0.1907,S888_0.151_0.0484_0.8006_0.8204_5213,R5,979,0.1878
889,0.1051,0.3103,0.5847,0.0873,3383,0.1322,S889_0.1051_0.3103_0.5847_0.0873_3383,R1,459,0.1357
889,0.1051,0.3103,0.5847,0.0873,3383,0.1322,S889_0.1051_0.3103_0.5847_0.0873_3383,R2,465,0.1375
889,0.1051,0.3103,0.5847,0.0873,3383,0.1322,S889_0.1051_0.3103_0.5847_0.0873_3383,R3,459,0.1357
889,0.1051,0.3103,0.5847,0.0873,3383,0.1322,S889_0.1051_0.3103_0.5847_0.0873_3383,R4,457,0.1351
889,0.1051,0.3103,0.5847,0.0873,3383,0.1322,S889_0.1051_0.3103_0.5847_0.0873_3383,R5,457,0.1351
890,0.0954,0.2779,0.6267,0.7703,2722,0.3095,S890_0.0954_0.2779_0.6267_0.7703_2722,R1,892,0.3277
890,0.0954,0.2779,0.6267,0.7703,2722,0.3095,S890_0.0954_0.2779_0.6267_0.7703_2722,R2,873,0.3207
890,0.0954,0.2779,0.6267,0.7703,2722,0.3095,S890_0.0954_0.2779_0.6267_0.7703_2722,R3,885,0.3251
890,0.0954,0.2779,0.6267,0.7703,2722,0.3095,S890_0.0954_0.2779_0.6267_0.7703_2722,R4,902,0.3314
890,0.0954,0.2779,0.6267,0.7703,2722,0.3095,S890_0.0954_0.2779_0.6267_0.7703_2722,R5,874,0.3211
891,0.2472,0.4213,0.3315,0.11610000000000001,8480,0.2961,S891_0.2472_0.4213_0.3315_0.1161_8480,R1,2493,0.294
891,0.2472,0.4213,0.3315,0.11610000000000001,8480,0.2961,S891_0.2472_0.4213_0.3315_0.1161_8480,R2,2532,0.2986
891,0.2472,0.4213,0.3315,0.11610000000000001,8480,0.2961,S891_0.2472_0.4213_0.3315_0.1161_8480,R3,2480,0.2925
891,0.2472,0.4213,0.3315,0.11610000000000001,8480,0.2961,S891_0.2472_0.4213_0.3315_0.1161_8480,R4,2484,0.2929
891,0.2472,0.4213,0.3315,0.11610000000000001,8480,0.2961,S891_0.2472_0.4213_0.3315_0.1161_8480,R5,2513,0.2963
892,0.1175,0.3352,0.5473,0.7476,2469,0.3681,S892_0.1175_0.3352_0.5473_0.7476_2469,R1,913,0.3698
892,0.1175,0.3352,0.5473,0.7476,2469,0.3681,S892_0.1175_0.3352_0.5473_0.7476_2469,R2,899,0.3641
892,0.1175,0.3352,0.5473,0.7476,2469,0.3681,S892_0.1175_0.3352_0.5473_0.7476_2469,R3,906,0.367
892,0.1175,0.3352,0.5473,0.7476,2469,0.3681,S892_0.1175_0.3352_0.5473_0.7476_2469,R4,905,0.3665
892,0.1175,0.3352,0.5473,0.7476,2469,0.3681,S892_0.1175_0.3352_0.5473_0.7476_2469,R5,915,0.3706
893,0.4831,0.343,0.1739,0.29860000000000003,6088,0.5855,S893_0.4831_0.343_0.1739_0.2986_6088,R1,3576,0.5874
893,0.4831,0.343,0.1739,0.29860000000000003,6088,0.5855,S893_0.4831_0.343_0.1739_0.2986_6088,R2,3567,0.5859
893,0.4831,0.343,0.1739,0.29860000000000003,6088,0.5855,S893_0.4831_0.343_0.1739_0.2986_6088,R3,3596,0.5907
893,0.4831,0.343,0.1739,0.29860000000000003,6088,0.5855,S893_0.4831_0.343_0.1739_0.2986_6088,R4,3619,0.5944
893,0.4831,0.343,0.1739,0.29860000000000003,6088,0.5855,S893_0.4831_0.343_0.1739_0.2986_6088,R5,3650,0.5995
894,0.3996,0.2287,0.3717,0.7175,6223,0.5637,S894_0.3996_0.2287_0.3717_0.7175_6223,R1,3479,0.5591
894,0.3996,0.2287,0.3717,0.7175,6223,0.5637,S894_0.3996_0.2287_0.3717_0.7175_6223,R2,3463,0.5565
894,0.3996,0.2287,0.3717,0.7175,6223,0.5637,S894_0.3996_0.2287_0.3717_0.7175_6223,R3,3485,0.56
894,0.3996,0.2287,0.3717,0.7175,6223,0.5637,S894_0.3996_0.2287_0.3717_0.7175_6223,R4,3470,0.5576
894,0.3996,0.2287,0.3717,0.7175,6223,0.5637,S894_0.3996_0.2287_0.3717_0.7175_6223,R5,3482,0.5595
895,0.5028,0.4569,0.0403,0.3254,5375,0.6515,S895_0.5028_0.4569_0.0403_0.3254_5375,R1,3530,0.6567
895,0.5028,0.4569,0.0403,0.3254,5375,0.6515,S895_0.5028_0.4569_0.0403_0.3254_5375,R2,3515,0.654
895,0.5028,0.4569,0.0403,0.3254,5375,0.6515,S895_0.5028_0.4569_0.0403_0.3254_5375,R3,3485,0.6484
895,0.5028,0.4569,0.0403,0.3254,5375,0.6515,S895_0.5028_0.4569_0.0403_0.3254_5375,R4,3548,0.6601
895,0.5028,0.4569,0.0403,0.3254,5375,0.6515,S895_0.5028_0.4569_0.0403_0.3254_5375,R5,3522,0.6553
896,0.6782,0.2174,0.1044,0.7244,2223,0.8357,S896_0.6782_0.2174_0.1044_0.7244_2223,R1,1830,0.8232
896,0.6782,0.2174,0.1044,0.7244,2223,0.8357,S896_0.6782_0.2174_0.1044_0.7244_2223,R2,1824,0.8205
896,0.6782,0.2174,0.1044,0.7244,2223,0.8357,S896_0.6782_0.2174_0.1044_0.7244_2223,R3,1824,0.8205
896,0.6782,0.2174,0.1044,0.7244,2223,0.8357,S896_0.6782_0.2174_0.1044_0.7244_2223,R4,1837,0.8264
896,0.6782,0.2174,0.1044,0.7244,2223,0.8357,S896_0.6782_0.2174_0.1044_0.7244_2223,R5,1835,0.8255
897,0.376,0.459,0.165,0.9222,2607,0.7993,S897_0.376_0.459_0.165_0.9222_2607,R1,2109,0.809
897,0.376,0.459,0.165,0.9222,2607,0.7993,S897_0.376_0.459_0.165_0.9222_2607,R2,2093,0.8028
897,0.376,0.459,0.165,0.9222,2607,0.7993,S897_0.376_0.459_0.165_0.9222_2607,R3,2091,0.8021
897,0.376,0.459,0.165,0.9222,2607,0.7993,S897_0.376_0.459_0.165_0.9222_2607,R4,2090,0.8017
897,0.376,0.459,0.165,0.9222,2607,0.7993,S897_0.376_0.459_0.165_0.9222_2607,R5,2095,0.8036
898,0.1626,0.0106,0.8268,0.6893,5902,0.1699,S898_0.1626_0.0106_0.8268_0.6893_5902,R1,986,0.1671
898,0.1626,0.0106,0.8268,0.6893,5902,0.1699,S898_0.1626_0.0106_0.8268_0.6893_5902,R2,990,0.1677
898,0.1626,0.0106,0.8268,0.6893,5902,0.1699,S898_0.1626_0.0106_0.8268_0.6893_5902,R3,986,0.1671
898,0.1626,0.0106,0.8268,0.6893,5902,0.1699,S898_0.1626_0.0106_0.8268_0.6893_5902,R4,985,0.1669
898,0.1626,0.0106,0.8268,0.6893,5902,0.1699,S898_0.1626_0.0106_0.8268_0.6893_5902,R5,992,0.1681
899,0.1869,0.0555,0.7577,0.09920000000000001,8871,0.1924,S899_0.1869_0.0555_0.7577_0.0992_8871,R1,1739,0.196
899,0.1869,0.0555,0.7577,0.09920000000000001,8871,0.1924,S899_0.1869_0.0555_0.7577_0.0992_8871,R2,1744,0.1966
899,0.1869,0.0555,0.7577,0.09920000000000001,8871,0.1924,S899_0.1869_0.0555_0.7577_0.0992_8871,R3,1734,0.1955
899,0.1869,0.0555,0.7577,0.09920000000000001,8871,0.1924,S899_0.1869_0.0555_0.7577_0.0992_8871,R4,1742,0.1964
899,0.1869,0.0555,0.7577,0.09920000000000001,8871,0.1924,S899_0.1869_0.0555_0.7577_0.0992_8871,R5,1747,0.1969
900,0.1914,0.2051,0.6035,0.8366,6333,0.363,S900_0.1914_0.2051_0.6035_0.8366_6333,R1,2279,0.3599
900,0.1914,0.2051,0.6035,0.8366,6333,0.363,S900_0.1914_0.2051_0.6035_0.8366_6333,R2,2303,0.3637
900,0.1914,0.2051,0.6035,0.8366,6333,0.363,S900_0.1914_0.2051_0.6035_0.8366_6333,R3,2288,0.3613
900,0.1914,0.2051,0.6035,0.8366,6333,0.363,S900_0.1914_0.2051_0.6035_0.8366_6333,R4,2278,0.3597
900,0.1914,0.2051,0.6035,0.8366,6333,0.363,S900_0.1914_0.2051_0.6035_0.8366_6333,R5,2293,0.3621
901,0.2318,0.4694,0.2988,0.6485000000000001,4135,0.5362,S901_0.2318_0.4694_0.2988_0.6485_4135,R1,2242,0.5422
901,0.2318,0.4694,0.2988,0.6485000000000001,4135,0.5362,S901_0.2318_0.4694_0.2988_0.6485_4135,R2,2216,0.5359
901,0.2318,0.4694,0.2988,0.6485000000000001,4135,0.5362,S901_0.2318_0.4694_0.2988_0.6485_4135,R3,2230,0.5393
901,0.2318,0.4694,0.2988,0.6485000000000001,4135,0.5362,S901_0.2318_0.4694_0.2988_0.6485_4135,R4,2282,0.5519
901,0.2318,0.4694,0.2988,0.6485000000000001,4135,0.5362,S901_0.2318_0.4694_0.2988_0.6485_4135,R5,2256,0.5456
902,0.1912,0.4014,0.4075,0.27490000000000003,9631,0.3015,S902_0.1912_0.4014_0.4075_0.2749_9631,R1,2973,0.3087
902,0.1912,0.4014,0.4075,0.27490000000000003,9631,0.3015,S902_0.1912_0.4014_0.4075_0.2749_9631,R2,2963,0.3077
902,0.1912,0.4014,0.4075,0.27490000000000003,9631,0.3015,S902_0.1912_0.4014_0.4075_0.2749_9631,R3,2948,0.3061
902,0.1912,0.4014,0.4075,0.27490000000000003,9631,0.3015,S902_0.1912_0.4014_0.4075_0.2749_9631,R4,2953,0.3066
902,0.1912,0.4014,0.4075,0.27490000000000003,9631,0.3015,S902_0.1912_0.4014_0.4075_0.2749_9631,R5,2957,0.307
903,0.2483,0.2075,0.5442,0.3382,5144,0.3185,S903_0.2483_0.2075_0.5442_0.3382_5144,R1,1654,0.3215
903,0.2483,0.2075,0.5442,0.3382,5144,0.3185,S903_0.2483_0.2075_0.5442_0.3382_5144,R2,1642,0.3192
903,0.2483,0.2075,0.5442,0.3382,5144,0.3185,S903_0.2483_0.2075_0.5442_0.3382_5144,R3,1644,0.3196
903,0.2483,0.2075,0.5442,0.3382,5144,0.3185,S903_0.2483_0.2075_0.5442_0.3382_5144,R4,1628,0.3165
903,0.2483,0.2075,0.5442,0.3382,5144,0.3185,S903_0.2483_0.2075_0.5442_0.3382_5144,R5,1605,0.312
904,0.3857,0.3815,0.2329,0.5819,5697,0.6077,S904_0.3857_0.3815_0.2329_0.5819_5697,R1,3433,0.6026
904,0.3857,0.3815,0.2329,0.5819,5697,0.6077,S904_0.3857_0.3815_0.2329_0.5819_5697,R2,3469,0.6089
904,0.3857,0.3815,0.2329,0.5819,5697,0.6077,S904_0.3857_0.3815_0.2329_0.5819_5697,R3,3499,0.6142
904,0.3857,0.3815,0.2329,0.5819,5697,0.6077,S904_0.3857_0.3815_0.2329_0.5819_5697,R4,3519,0.6177
904,0.3857,0.3815,0.2329,0.5819,5697,0.6077,S904_0.3857_0.3815_0.2329_0.5819_5697,R5,3448,0.6052
905,0.2091,0.1461,0.6448,0.537,5400,0.2876,S905_0.2091_0.1461_0.6448_0.537_5400,R1,1514,0.2804
905,0.2091,0.1461,0.6448,0.537,5400,0.2876,S905_0.2091_0.1461_0.6448_0.537_5400,R2,1495,0.2769
905,0.2091,0.1461,0.6448,0.537,5400,0.2876,S905_0.2091_0.1461_0.6448_0.537_5400,R3,1517,0.2809
905,0.2091,0.1461,0.6448,0.537,5400,0.2876,S905_0.2091_0.1461_0.6448_0.537_5400,R4,1478,0.2737
905,0.2091,0.1461,0.6448,0.537,5400,0.2876,S905_0.2091_0.1461_0.6448_0.537_5400,R5,1520,0.2815
906,0.5541,0.1758,0.2701,0.5633,8406,0.6531,S906_0.5541_0.1758_0.2701_0.5633_8406,R1,5523,0.657
906,0.5541,0.1758,0.2701,0.5633,8406,0.6531,S906_0.5541_0.1758_0.2701_0.5633_8406,R2,5523,0.657
906,0.5541,0.1758,0.2701,0.5633,8406,0.6531,S906_0.5541_0.1758_0.2701_0.5633_8406,R3,5500,0.6543
906,0.5541,0.1758,0.2701,0.5633,8406,0.6531,S906_0.5541_0.1758_0.2701_0.5633_8406,R4,5469,0.6506
906,0.5541,0.1758,0.2701,0.5633,8406,0.6531,S906_0.5541_0.1758_0.2701_0.5633_8406,R5,5520,0.6567
907,0.5789,0.3636,0.0575,0.2535,5295,0.6711,S907_0.5789_0.3636_0.0575_0.2535_5295,R1,3554,0.6712
907,0.5789,0.3636,0.0575,0.2535,5295,0.6711,S907_0.5789_0.3636_0.0575_0.2535_5295,R2,3523,0.6653
907,0.5789,0.3636,0.0575,0.2535,5295,0.6711,S907_0.5789_0.3636_0.0575_0.2535_5295,R3,3547,0.6699
907,0.5789,0.3636,0.0575,0.2535,5295,0.6711,S907_0.5789_0.3636_0.0575_0.2535_5295,R4,3556,0.6716
907,0.5789,0.3636,0.0575,0.2535,5295,0.6711,S907_0.5789_0.3636_0.0575_0.2535_5295,R5,3549,0.6703
908,0.0525,0.4735,0.474,0.5425,8901,0.3094,S908_0.0525_0.4735_0.474_0.5425_8901,R1,2739,0.3077
908,0.0525,0.4735,0.474,0.5425,8901,0.3094,S908_0.0525_0.4735_0.474_0.5425_8901,R2,2763,0.3104
908,0.0525,0.4735,0.474,0.5425,8901,0.3094,S908_0.0525_0.4735_0.474_0.5425_8901,R3,2750,0.309
908,0.0525,0.4735,0.474,0.5425,8901,0.3094,S908_0.0525_0.4735_0.474_0.5425_8901,R4,2785,0.3129
908,0.0525,0.4735,0.474,0.5425,8901,0.3094,S908_0.0525_0.4735_0.474_0.5425_8901,R5,2798,0.3143
909,0.7257,0.1152,0.1591,0.789,7397,0.8166,S909_0.7257_0.1152_0.1591_0.789_7397,R1,6041,0.8167
909,0.7257,0.1152,0.1591,0.789,7397,0.8166,S909_0.7257_0.1152_0.1591_0.789_7397,R2,6038,0.8163
909,0.7257,0.1152,0.1591,0.789,7397,0.8166,S909_0.7257_0.1152_0.1591_0.789_7397,R3,6037,0.8161
909,0.7257,0.1152,0.1591,0.789,7397,0.8166,S909_0.7257_0.1152_0.1591_0.789_7397,R4,6035,0.8159
909,0.7257,0.1152,0.1591,0.789,7397,0.8166,S909_0.7257_0.1152_0.1591_0.789_7397,R5,6049,0.8178
910,0.3783,0.1437,0.478,0.1842,7515,0.4048,S910_0.3783_0.1437_0.478_0.1842_7515,R1,2969,0.3951
910,0.3783,0.1437,0.478,0.1842,7515,0.4048,S910_0.3783_0.1437_0.478_0.1842_7515,R2,2971,0.3953
910,0.3783,0.1437,0.478,0.1842,7515,0.4048,S910_0.3783_0.1437_0.478_0.1842_7515,R3,2972,0.3955
910,0.3783,0.1437,0.478,0.1842,7515,0.4048,S910_0.3783_0.1437_0.478_0.1842_7515,R4,3004,0.3997
910,0.3783,0.1437,0.478,0.1842,7515,0.4048,S910_0.3783_0.1437_0.478_0.1842_7515,R5,2988,0.3976
911,0.1154,0.6017,0.2829,0.0442,8348,0.142,S911_0.1154_0.6017_0.2829_0.0442_8348,R1,1228,0.1471
911,0.1154,0.6017,0.2829,0.0442,8348,0.142,S911_0.1154_0.6017_0.2829_0.0442_8348,R2,1222,0.1464
911,0.1154,0.6017,0.2829,0.0442,8348,0.142,S911_0.1154_0.6017_0.2829_0.0442_8348,R3,1218,0.1459
911,0.1154,0.6017,0.2829,0.0442,8348,0.142,S911_0.1154_0.6017_0.2829_0.0442_8348,R4,1239,0.1484
911,0.1154,0.6017,0.2829,0.0442,8348,0.142,S911_0.1154_0.6017_0.2829_0.0442_8348,R5,1224,0.1466
912,0.4204,0.1502,0.4294,0.6047,4792,0.5112,S912_0.4204_0.1502_0.4294_0.6047_4792,R1,2460,0.5134
912,0.4204,0.1502,0.4294,0.6047,4792,0.5112,S912_0.4204_0.1502_0.4294_0.6047_4792,R2,2451,0.5115
912,0.4204,0.1502,0.4294,0.6047,4792,0.5112,S912_0.4204_0.1502_0.4294_0.6047_4792,R3,2459,0.5131
912,0.4204,0.1502,0.4294,0.6047,4792,0.5112,S912_0.4204_0.1502_0.4294_0.6047_4792,R4,2442,0.5096
912,0.4204,0.1502,0.4294,0.6047,4792,0.5112,S912_0.4204_0.1502_0.4294_0.6047_4792,R5,2453,0.5119
913,0.4494,0.5256,0.0251,0.5612,7338,0.7444,S913_0.4494_0.5256_0.0251_0.5612_7338,R1,5466,0.7449
913,0.4494,0.5256,0.0251,0.5612,7338,0.7444,S913_0.4494_0.5256_0.0251_0.5612_7338,R2,5525,0.7529
913,0.4494,0.5256,0.0251,0.5612,7338,0.7444,S913_0.4494_0.5256_0.0251_0.5612_7338,R3,5453,0.7431
913,0.4494,0.5256,0.0251,0.5612,7338,0.7444,S913_0.4494_0.5256_0.0251_0.5612_7338,R4,5484,0.7473
913,0.4494,0.5256,0.0251,0.5612,7338,0.7444,S913_0.4494_0.5256_0.0251_0.5612_7338,R5,5483,0.7472
914,0.3679,0.5061,0.1259,0.4178,4544,0.5793,S914_0.3679_0.5061_0.1259_0.4178_4544,R1,2656,0.5845
914,0.3679,0.5061,0.1259,0.4178,4544,0.5793,S914_0.3679_0.5061_0.1259_0.4178_4544,R2,2646,0.5823
914,0.3679,0.5061,0.1259,0.4178,4544,0.5793,S914_0.3679_0.5061_0.1259_0.4178_4544,R3,2624,0.5775
914,0.3679,0.5061,0.1259,0.4178,4544,0.5793,S914_0.3679_0.5061_0.1259_0.4178_4544,R4,2617,0.5759
914,0.3679,0.5061,0.1259,0.4178,4544,0.5793,S914_0.3679_0.5061_0.1259_0.4178_4544,R5,2639,0.5808
915,0.4495,0.5018,0.0486,0.5104000000000001,1635,0.7056,S915_0.4495_0.5018_0.0486_0.5104_1635,R1,1152,0.7046
915,0.4495,0.5018,0.0486,0.5104000000000001,1635,0.7056,S915_0.4495_0.5018_0.0486_0.5104_1635,R2,1153,0.7052
915,0.4495,0.5018,0.0486,0.5104000000000001,1635,0.7056,S915_0.4495_0.5018_0.0486_0.5104_1635,R3,1196,0.7315
915,0.4495,0.5018,0.0486,0.5104000000000001,1635,0.7056,S915_0.4495_0.5018_0.0486_0.5104_1635,R4,1167,0.7138
915,0.4495,0.5018,0.0486,0.5104000000000001,1635,0.7056,S915_0.4495_0.5018_0.0486_0.5104_1635,R5,1153,0.7052
916,0.4827,0.4143,0.103,0.7355,6611,0.7874,S916_0.4827_0.4143_0.103_0.7355_6611,R1,5226,0.7905
916,0.4827,0.4143,0.103,0.7355,6611,0.7874,S916_0.4827_0.4143_0.103_0.7355_6611,R2,5262,0.7959
916,0.4827,0.4143,0.103,0.7355,6611,0.7874,S916_0.4827_0.4143_0.103_0.7355_6611,R3,5209,0.7879
916,0.4827,0.4143,0.103,0.7355,6611,0.7874,S916_0.4827_0.4143_0.103_0.7355_6611,R4,5229,0.791
916,0.4827,0.4143,0.103,0.7355,6611,0.7874,S916_0.4827_0.4143_0.103_0.7355_6611,R5,5206,0.7875
917,0.3027,0.4601,0.2371,0.8545,1071,0.6959,S917_0.3027_0.4601_0.2371_0.8545_1071,R1,784,0.732
917,0.3027,0.4601,0.2371,0.8545,1071,0.6959,S917_0.3027_0.4601_0.2371_0.8545_1071,R2,802,0.7488
917,0.3027,0.4601,0.2371,0.8545,1071,0.6959,S917_0.3027_0.4601_0.2371_0.8545_1071,R3,787,0.7348
917,0.3027,0.4601,0.2371,0.8545,1071,0.6959,S917_0.3027_0.4601_0.2371_0.8545_1071,R4,770,0.719
917,0.3027,0.4601,0.2371,0.8545,1071,0.6959,S917_0.3027_0.4601_0.2371_0.8545_1071,R5,783,0.7311
918,0.2164,0.339,0.4446,0.5498000000000001,7130,0.4028,S918_0.2164_0.339_0.4446_0.5498_7130,R1,2797,0.3923
918,0.2164,0.339,0.4446,0.5498000000000001,7130,0.4028,S918_0.2164_0.339_0.4446_0.5498_7130,R2,2840,0.3983
918,0.2164,0.339,0.4446,0.5498000000000001,7130,0.4028,S918_0.2164_0.339_0.4446_0.5498_7130,R3,2825,0.3962
918,0.2164,0.339,0.4446,0.5498000000000001,7130,0.4028,S918_0.2164_0.339_0.4446_0.5498_7130,R4,2842,0.3986
918,0.2164,0.339,0.4446,0.5498000000000001,7130,0.4028,S918_0.2164_0.339_0.4446_0.5498_7130,R5,2859,0.401
919,0.3635,0.281,0.3555,0.4112,4218,0.479,S919_0.3635_0.281_0.3555_0.4112_4218,R1,1996,0.4732
919,0.3635,0.281,0.3555,0.4112,4218,0.479,S919_0.3635_0.281_0.3555_0.4112_4218,R2,2015,0.4777
919,0.3635,0.281,0.3555,0.4112,4218,0.479,S919_0.3635_0.281_0.3555_0.4112_4218,R3,2006,0.4756
919,0.3635,0.281,0.3555,0.4112,4218,0.479,S919_0.3635_0.281_0.3555_0.4112_4218,R4,1979,0.4692
919,0.3635,0.281,0.3555,0.4112,4218,0.479,S919_0.3635_0.281_0.3555_0.4112_4218,R5,2015,0.4777
920,0.4923,0.4518,0.0559,0.2353,6196,0.5986,S920_0.4923_0.4518_0.0559_0.2353_6196,R1,3655,0.5899
920,0.4923,0.4518,0.0559,0.2353,6196,0.5986,S920_0.4923_0.4518_0.0559_0.2353_6196,R2,3700,0.5972
920,0.4923,0.4518,0.0559,0.2353,6196,0.5986,S920_0.4923_0.4518_0.0559_0.2353_6196,R3,3685,0.5947
920,0.4923,0.4518,0.0559,0.2353,6196,0.5986,S920_0.4923_0.4518_0.0559_0.2353_6196,R4,3679,0.5938
920,0.4923,0.4518,0.0559,0.2353,6196,0.5986,S920_0.4923_0.4518_0.0559_0.2353_6196,R5,3705,0.598
921,0.4657,0.276,0.2584,0.6903,4853,0.6562,S921_0.4657_0.276_0.2584_0.6903_4853,R1,3151,0.6493
921,0.4657,0.276,0.2584,0.6903,4853,0.6562,S921_0.4657_0.276_0.2584_0.6903_4853,R2,3163,0.6518
921,0.4657,0.276,0.2584,0.6903,4853,0.6562,S921_0.4657_0.276_0.2584_0.6903_4853,R3,3185,0.6563
921,0.4657,0.276,0.2584,0.6903,4853,0.6562,S921_0.4657_0.276_0.2584_0.6903_4853,R4,3168,0.6528
921,0.4657,0.276,0.2584,0.6903,4853,0.6562,S921_0.4657_0.276_0.2584_0.6903_4853,R5,3175,0.6542
922,0.165,0.5615,0.2735,0.7277,1552,0.5736,S922_0.165_0.5615_0.2735_0.7277_1552,R1,862,0.5554
922,0.165,0.5615,0.2735,0.7277,1552,0.5736,S922_0.165_0.5615_0.2735_0.7277_1552,R2,906,0.5838
922,0.165,0.5615,0.2735,0.7277,1552,0.5736,S922_0.165_0.5615_0.2735_0.7277_1552,R3,870,0.5606
922,0.165,0.5615,0.2735,0.7277,1552,0.5736,S922_0.165_0.5615_0.2735_0.7277_1552,R4,910,0.5863
922,0.165,0.5615,0.2735,0.7277,1552,0.5736,S922_0.165_0.5615_0.2735_0.7277_1552,R5,909,0.5857
923,0.3351,0.3249,0.3399,0.6553,4967,0.548,S923_0.3351_0.3249_0.3399_0.6553_4967,R1,2746,0.5528
923,0.3351,0.3249,0.3399,0.6553,4967,0.548,S923_0.3351_0.3249_0.3399_0.6553_4967,R2,2715,0.5466
923,0.3351,0.3249,0.3399,0.6553,4967,0.548,S923_0.3351_0.3249_0.3399_0.6553_4967,R3,2692,0.542
923,0.3351,0.3249,0.3399,0.6553,4967,0.548,S923_0.3351_0.3249_0.3399_0.6553_4967,R4,2708,0.5452
923,0.3351,0.3249,0.3399,0.6553,4967,0.548,S923_0.3351_0.3249_0.3399_0.6553_4967,R5,2731,0.5498
924,0.4796,0.1206,0.3998,0.6867000000000001,8300,0.5624,S924_0.4796_0.1206_0.3998_0.6867_8300,R1,4670,0.5627
924,0.4796,0.1206,0.3998,0.6867000000000001,8300,0.5624,S924_0.4796_0.1206_0.3998_0.6867_8300,R2,4636,0.5586
924,0.4796,0.1206,0.3998,0.6867000000000001,8300,0.5624,S924_0.4796_0.1206_0.3998_0.6867_8300,R3,4672,0.5629
924,0.4796,0.1206,0.3998,0.6867000000000001,8300,0.5624,S924_0.4796_0.1206_0.3998_0.6867_8300,R4,4678,0.5636
924,0.4796,0.1206,0.3998,0.6867000000000001,8300,0.5624,S924_0.4796_0.1206_0.3998_0.6867_8300,R5,4656,0.561
925,0.2317,0.4221,0.3461,0.25880000000000003,1736,0.3409,S925_0.2317_0.4221_0.3461_0.2588_1736,R1,607,0.3497
925,0.2317,0.4221,0.3461,0.25880000000000003,1736,0.3409,S925_0.2317_0.4221_0.3461_0.2588_1736,R2,589,0.3393
925,0.2317,0.4221,0.3461,0.25880000000000003,1736,0.3409,S925_0.2317_0.4221_0.3461_0.2588_1736,R3,597,0.3439
925,0.2317,0.4221,0.3461,0.25880000000000003,1736,0.3409,S925_0.2317_0.4221_0.3461_0.2588_1736,R4,593,0.3416
925,0.2317,0.4221,0.3461,0.25880000000000003,1736,0.3409,S925_0.2317_0.4221_0.3461_0.2588_1736,R5,602,0.3468
926,0.4489,0.0896,0.4615,0.30610000000000004,3603,0.4763,S926_0.4489_0.0896_0.4615_0.3061_3603,R1,1672,0.4641
926,0.4489,0.0896,0.4615,0.30610000000000004,3603,0.4763,S926_0.4489_0.0896_0.4615_0.3061_3603,R2,1677,0.4654
926,0.4489,0.0896,0.4615,0.30610000000000004,3603,0.4763,S926_0.4489_0.0896_0.4615_0.3061_3603,R3,1673,0.4643
926,0.4489,0.0896,0.4615,0.30610000000000004,3603,0.4763,S926_0.4489_0.0896_0.4615_0.3061_3603,R4,1675,0.4649
926,0.4489,0.0896,0.4615,0.30610000000000004,3603,0.4763,S926_0.4489_0.0896_0.4615_0.3061_3603,R5,1666,0.4624
927,0.0291,0.4869,0.484,0.4666,3236,0.2563,S927_0.0291_0.4869_0.484_0.4666_3236,R1,811,0.2506
927,0.0291,0.4869,0.484,0.4666,3236,0.2563,S927_0.0291_0.4869_0.484_0.4666_3236,R2,845,0.2611
927,0.0291,0.4869,0.484,0.4666,3236,0.2563,S927_0.0291_0.4869_0.484_0.4666_3236,R3,820,0.2534
927,0.0291,0.4869,0.484,0.4666,3236,0.2563,S927_0.0291_0.4869_0.484_0.4666_3236,R4,799,0.2469
927,0.0291,0.4869,0.484,0.4666,3236,0.2563,S927_0.0291_0.4869_0.484_0.4666_3236,R5,829,0.2562
928,0.46,0.4201,0.1198,0.3629,5544,0.6125,S928_0.46_0.4201_0.1198_0.3629_5544,R1,3379,0.6095
928,0.46,0.4201,0.1198,0.3629,5544,0.6125,S928_0.46_0.4201_0.1198_0.3629_5544,R2,3387,0.6109
928,0.46,0.4201,0.1198,0.3629,5544,0.6125,S928_0.46_0.4201_0.1198_0.3629_5544,R3,3377,0.6091
928,0.46,0.4201,0.1198,0.3629,5544,0.6125,S928_0.46_0.4201_0.1198_0.3629_5544,R4,3375,0.6088
928,0.46,0.4201,0.1198,0.3629,5544,0.6125,S928_0.46_0.4201_0.1198_0.3629_5544,R5,3391,0.6117
929,0.3791,0.3651,0.2559,0.44680000000000003,1310,0.5422,S929_0.3791_0.3651_0.2559_0.4468_1310,R1,698,0.5328
929,0.3791,0.3651,0.2559,0.44680000000000003,1310,0.5422,S929_0.3791_0.3651_0.2559_0.4468_1310,R2,707,0.5397
